delivery_id,order_id,driver_id,delivery_distance_km,preparation_time_min,estimated_delivery_time_min,actual_delivery_time_min
DEL_007583,ORD_008263,DRV_0039,12.84,32.5,89.1,78.8
DEL_007584,ORD_008264,DRV_0021,6.59,17.8,40.8,43.6
DEL_007585,ORD_008265,DRV_0300,2.84,13.9,33.6,29.6
DEL_007586,ORD_008266,DRV_0053,10.82,28.3,58.8,62.3
DEL_007587,ORD_008267,DRV_0057,6.41,15.6,32.6,41.8
DEL_007588,ORD_008268,DRV_0082,7.44,17.8,54.3,65.9
DEL_007589,ORD_008269,DRV_0194,2.7,45.0,51.6,52.5
DEL_007590,ORD_008270,DRV_0157,8.57,22.5,65.1,65.3
DEL_007591,ORD_008271,DRV_0032,3.9,16.3,34.9,32.3
DEL_007592,ORD_008273,DRV_0142,2.22,20.6,30.2,32.0
DEL_007593,ORD_008274,DRV_0263,13.23,29.9,84.0,82.0
DEL_007594,ORD_008275,DRV_0189,2.77,22.6,28.3,38.2
DEL_007595,ORD_008276,DRV_0002,2.91,18.4,34.7,31.9
DEL_007596,ORD_008277,DRV_0171,8.08,26.3,67.5,82.5
DEL_007597,ORD_008278,DRV_0187,7.2,5.0,36.3,42.7
DEL_007598,ORD_008280,DRV_0194,14.28,24.8,81.8,93.4
DEL_007599,ORD_008281,DRV_0106,0.63,19.7,26.0,26.9
DEL_007600,ORD_008282,DRV_0271,2.06,27.3,33.0,39.8
DEL_007601,ORD_008283,DRV_0231,1.94,26.5,32.4,34.4
DEL_007602,ORD_008284,DRV_0049,5.16,29.4,42.3,45.2
DEL_007603,ORD_008285,DRV_0096,9.84,26.6,69.6,74.5
DEL_007604,ORD_008286,DRV_0245,8.36,8.5,47.7,49.6
DEL_007605,ORD_008287,DRV_0287,3.99,27.6,50.8,49.6
DEL_007606,ORD_008288,DRV_0037,5.4,30.1,39.9,45.2
DEL_007607,ORD_008289,DRV_0151,1.2,17.5,27.2,28.9
DEL_007608,ORD_008290,DRV_0162,3.66,24.0,38.0,41.3
DEL_007609,ORD_008291,DRV_0146,4.12,18.4,39.8,39.3
DEL_007610,ORD_008292,DRV_0112,1.99,20.5,30.4,27.1
DEL_007611,ORD_008294,DRV_0286,4.08,21.6,43.3,42.9
DEL_007612,ORD_008295,DRV_0092,2.56,31.6,43.6,43.1
DEL_007613,ORD_008296,DRV_0155,5.05,21.1,53.3,51.1
DEL_007614,ORD_008297,DRV_0124,13.1,17.0,52.5,60.1
DEL_007615,ORD_008298,DRV_0034,6.37,28.7,38.5,45.2
DEL_007616,ORD_008299,DRV_0289,2.45,16.5,26.0,26.3
DEL_007617,ORD_008300,DRV_0221,5.48,27.3,52.1,56.3
DEL_007618,ORD_008301,DRV_0136,6.8,35.6,66.5,65.3
DEL_007619,ORD_008302,DRV_0243,18.97,22.2,119.0,105.5
DEL_007620,ORD_008303,DRV_0015,2.06,11.8,20.4,22.2
DEL_007621,ORD_008304,DRV_0196,10.92,23.0,73.7,82.4
DEL_007622,ORD_008305,DRV_0272,3.45,16.5,35.6,35.2
DEL_007623,ORD_008306,DRV_0125,8.06,20.7,82.5,73.8
DEL_007624,ORD_008307,DRV_0084,3.1,19.3,34.5,40.4
DEL_007625,ORD_008308,DRV_0030,7.1,14.6,42.7,46.2
DEL_007626,ORD_008309,DRV_0039,5.91,28.7,50.3,46.5
DEL_007627,ORD_008310,DRV_0256,1.4,14.1,24.5,21.7
DEL_007628,ORD_008311,DRV_0055,1.79,18.7,19.0,23.7
DEL_007629,ORD_008312,DRV_0107,3.61,18.9,41.7,42.6
DEL_007630,ORD_008314,DRV_0162,20.0,12.5,116.5,118.6
DEL_007631,ORD_008315,DRV_0004,4.47,12.6,35.3,36.6
DEL_007632,ORD_008316,DRV_0157,3.66,39.7,41.1,51.7
DEL_007633,ORD_008317,DRV_0154,4.63,26.5,47.8,48.6
DEL_007634,ORD_008318,DRV_0037,3.25,20.6,39.9,33.4
DEL_007635,ORD_008319,DRV_0140,2.21,23.5,37.9,36.4
DEL_007636,ORD_008320,DRV_0117,6.27,17.0,46.7,48.6
DEL_007637,ORD_008321,DRV_0038,3.04,23.0,42.5,36.9
DEL_007638,ORD_008323,DRV_0198,10.43,25.1,62.5,59.3
DEL_007639,ORD_008324,DRV_0104,4.91,22.1,31.1,34.3
DEL_007640,ORD_008325,DRV_0294,7.47,30.4,56.4,61.8
DEL_007641,ORD_008326,DRV_0221,4.89,16.0,54.8,52.7
DEL_007642,ORD_008327,DRV_0110,7.01,27.6,52.0,55.1
DEL_007643,ORD_008328,DRV_0081,6.35,24.8,45.2,52.5
DEL_007644,ORD_008330,DRV_0267,6.46,32.1,57.4,61.4
DEL_007645,ORD_008331,DRV_0023,12.71,26.5,91.4,77.5
DEL_007646,ORD_008332,DRV_0069,2.03,9.8,14.8,14.9
DEL_007647,ORD_008333,DRV_0177,4.52,23.9,46.0,52.1
DEL_007648,ORD_008334,DRV_0121,12.51,17.9,77.8,71.6
DEL_007649,ORD_008335,DRV_0268,7.84,17.4,38.0,38.7
DEL_007650,ORD_008336,DRV_0040,19.78,13.7,111.0,129.6
DEL_007651,ORD_008337,DRV_0208,4.54,7.7,28.9,27.7
DEL_007652,ORD_008338,DRV_0009,5.38,15.4,37.1,38.7
DEL_007653,ORD_008339,DRV_0141,3.66,20.0,23.4,32.2
DEL_007654,ORD_008340,DRV_0164,5.42,22.9,55.3,51.4
DEL_007655,ORD_008341,DRV_0020,2.51,23.1,45.5,42.3
DEL_007656,ORD_008343,DRV_0148,5.98,12.2,41.5,37.3
DEL_007657,ORD_008344,DRV_0281,20.0,11.1,89.6,99.6
DEL_007658,ORD_008345,DRV_0219,10.49,24.0,57.3,56.4
DEL_007659,ORD_008346,DRV_0097,1.62,23.1,39.7,35.9
DEL_007660,ORD_008347,DRV_0075,16.61,24.9,97.0,111.7
DEL_007661,ORD_008348,DRV_0005,6.08,26.3,75.4,70.1
DEL_007662,ORD_008349,DRV_0026,1.0,17.0,18.4,18.1
DEL_007663,ORD_008350,DRV_0260,7.77,17.7,40.8,47.3
DEL_007664,ORD_008351,DRV_0266,5.47,31.3,52.5,57.2
DEL_007665,ORD_008352,DRV_0200,5.69,25.0,51.5,55.0
DEL_007666,ORD_008353,DRV_0230,1.52,15.1,20.2,21.4
DEL_007667,ORD_008355,DRV_0107,3.94,25.4,32.9,38.3
DEL_007668,ORD_008356,DRV_0159,3.2,14.4,21.4,20.5
DEL_007669,ORD_008357,DRV_0004,10.54,26.9,67.9,70.6
DEL_007670,ORD_008358,DRV_0297,8.85,22.7,92.9,79.7
DEL_007671,ORD_008361,DRV_0234,6.91,16.1,50.3,50.2
DEL_007672,ORD_008363,DRV_0062,7.57,9.6,45.2,55.6
DEL_007673,ORD_008364,DRV_0226,12.35,31.5,80.1,104.1
DEL_007674,ORD_008365,DRV_0232,10.85,20.0,73.0,75.0
DEL_007675,ORD_008366,DRV_0216,1.86,35.3,38.5,40.4
DEL_007676,ORD_008367,DRV_0086,7.65,23.0,60.2,60.9
DEL_007677,ORD_008368,DRV_0189,4.63,32.5,49.1,53.6
DEL_007678,ORD_008369,DRV_0088,1.19,32.2,39.2,37.5
DEL_007679,ORD_008370,DRV_0125,2.74,20.8,35.6,34.4
DEL_007680,ORD_008371,DRV_0020,8.46,18.0,49.4,50.2
DEL_007681,ORD_008372,DRV_0017,2.42,11.2,27.3,34.0
DEL_007682,ORD_008373,DRV_0300,1.8,25.7,36.6,32.9
DEL_007683,ORD_008374,DRV_0162,8.87,19.0,57.4,64.9
DEL_007684,ORD_008375,DRV_0199,1.85,16.0,30.6,30.2
DEL_007685,ORD_008376,DRV_0236,4.5,12.3,33.9,31.8
DEL_007686,ORD_008377,DRV_0003,1.95,19.9,29.7,28.3
DEL_007687,ORD_008378,DRV_0263,8.75,13.4,59.1,55.4
DEL_007688,ORD_008379,DRV_0046,3.42,14.5,30.2,33.4
DEL_007689,ORD_008380,DRV_0032,8.49,20.8,59.5,63.1
DEL_007690,ORD_008381,DRV_0031,8.16,20.6,53.0,53.2
DEL_007691,ORD_008382,DRV_0241,0.66,27.0,32.1,31.7
DEL_007692,ORD_008383,DRV_0080,4.68,24.2,52.0,46.2
DEL_007693,ORD_008384,DRV_0253,8.01,29.7,61.8,59.8
DEL_007694,ORD_008385,DRV_0274,11.3,9.8,99.0,107.4
DEL_007695,ORD_008386,DRV_0145,1.19,17.4,33.0,30.3
DEL_007696,ORD_008387,DRV_0250,2.88,25.6,41.6,35.1
DEL_007697,ORD_008388,DRV_0128,5.74,22.6,44.4,48.6
DEL_007698,ORD_008389,DRV_0200,12.46,17.2,60.4,66.4
DEL_007699,ORD_008390,DRV_0159,9.78,20.6,62.1,54.9
DEL_007700,ORD_008391,DRV_0143,8.19,29.3,68.6,69.2
DEL_007701,ORD_008392,DRV_0136,10.22,18.4,55.2,60.6
DEL_007702,ORD_008393,DRV_0178,1.19,12.8,28.1,26.5
DEL_007703,ORD_008394,DRV_0134,18.62,23.0,93.1,91.5
DEL_007704,ORD_008395,DRV_0057,6.47,24.7,54.0,51.0
DEL_007705,ORD_008396,DRV_0001,7.18,27.1,62.5,59.1
DEL_007706,ORD_008398,DRV_0051,4.6,24.4,45.7,45.4
DEL_007707,ORD_008399,DRV_0011,7.35,18.2,61.3,61.8
DEL_007708,ORD_008400,DRV_0257,3.99,13.2,30.0,30.2
DEL_007709,ORD_008401,DRV_0042,11.56,24.3,87.9,72.9
DEL_007710,ORD_008402,DRV_0018,4.61,33.4,54.1,54.8
DEL_007711,ORD_008403,DRV_0046,5.62,6.3,21.2,28.3
DEL_007712,ORD_008404,DRV_0003,6.13,18.9,47.8,49.3
DEL_007713,ORD_008405,DRV_0207,2.7,26.0,32.1,35.6
DEL_007714,ORD_008406,DRV_0004,8.66,31.6,75.1,79.5
DEL_007715,ORD_008407,DRV_0233,6.97,22.4,54.6,49.5
DEL_007716,ORD_008408,DRV_0288,5.04,26.0,35.4,34.7
DEL_007717,ORD_008409,DRV_0039,7.47,29.7,62.8,62.7
DEL_007718,ORD_008410,DRV_0192,6.26,30.3,45.3,53.3
DEL_007719,ORD_008412,DRV_0190,7.24,20.3,51.0,55.7
DEL_007720,ORD_008413,DRV_0137,4.07,19.9,42.1,43.5
DEL_007721,ORD_008414,DRV_0002,3.52,31.1,43.6,48.2
DEL_007722,ORD_008415,DRV_0180,4.5,25.6,47.4,49.7
DEL_007723,ORD_008416,DRV_0048,5.31,16.0,41.9,42.0
DEL_007724,ORD_008417,DRV_0071,1.94,16.1,16.4,18.1
DEL_007725,ORD_008418,DRV_0205,3.61,17.5,52.2,46.4
DEL_007726,ORD_008419,DRV_0153,7.63,33.5,80.5,74.7
DEL_007727,ORD_008420,DRV_0022,4.84,17.4,38.4,38.7
DEL_007728,ORD_008421,DRV_0144,4.36,23.1,47.8,43.3
DEL_007729,ORD_008422,DRV_0254,0.73,15.2,19.0,21.8
DEL_007730,ORD_008423,DRV_0017,1.91,5.0,14.2,13.1
DEL_007731,ORD_008424,DRV_0208,5.0,25.7,48.7,48.1
DEL_007732,ORD_008425,DRV_0234,9.04,30.9,70.1,70.4
DEL_007733,ORD_008426,DRV_0206,1.24,30.1,33.0,35.2
DEL_007734,ORD_008427,DRV_0166,5.87,19.5,42.0,47.4
DEL_007735,ORD_008429,DRV_0085,3.63,20.9,33.7,35.9
DEL_007736,ORD_008430,DRV_0046,4.68,26.3,47.9,48.2
DEL_007737,ORD_008431,DRV_0211,10.91,24.9,58.8,57.8
DEL_007738,ORD_008432,DRV_0293,0.57,24.9,34.5,36.5
DEL_007739,ORD_008433,DRV_0282,10.74,38.2,89.9,92.9
DEL_007740,ORD_008434,DRV_0256,5.8,14.2,39.3,39.0
DEL_007741,ORD_008435,DRV_0069,2.32,21.7,34.8,33.4
DEL_007742,ORD_008436,DRV_0290,6.2,17.2,41.3,51.1
DEL_007743,ORD_008437,DRV_0112,3.59,21.6,38.8,34.8
DEL_007744,ORD_008438,DRV_0155,1.2,20.5,29.8,30.0
DEL_007745,ORD_008440,DRV_0233,7.16,12.8,32.5,37.4
DEL_007746,ORD_008441,DRV_0182,4.61,29.8,50.5,53.4
DEL_007747,ORD_008442,DRV_0227,7.03,19.3,46.4,52.4
DEL_007748,ORD_008443,DRV_0053,7.48,26.4,70.5,59.9
DEL_007749,ORD_008444,DRV_0095,4.51,36.8,45.1,52.3
DEL_007750,ORD_008445,DRV_0280,9.46,21.9,50.9,51.2
DEL_007751,ORD_008446,DRV_0060,5.85,18.3,47.8,53.1
DEL_007752,ORD_008447,DRV_0242,4.6,30.3,56.5,56.9
DEL_007753,ORD_008448,DRV_0095,1.43,13.7,13.3,14.2
DEL_007754,ORD_008449,DRV_0116,8.62,25.0,58.1,57.7
DEL_007755,ORD_008451,DRV_0118,8.03,23.8,77.4,64.4
DEL_007756,ORD_008452,DRV_0100,6.33,17.1,65.2,66.2
DEL_007757,ORD_008453,DRV_0004,13.18,20.5,69.2,70.2
DEL_007758,ORD_008454,DRV_0219,9.34,19.2,72.7,73.0
DEL_007759,ORD_008455,DRV_0119,8.24,8.4,43.2,38.5
DEL_007760,ORD_008456,DRV_0249,6.17,18.4,55.8,58.2
DEL_007761,ORD_008457,DRV_0180,1.99,23.1,40.5,43.0
DEL_007762,ORD_008458,DRV_0283,9.58,16.2,60.7,59.2
DEL_007763,ORD_008459,DRV_0222,9.97,26.0,59.5,66.5
DEL_007764,ORD_008460,DRV_0242,5.02,23.4,38.3,41.1
DEL_007765,ORD_008462,DRV_0103,6.02,16.8,63.3,56.3
DEL_007766,ORD_008463,DRV_0031,4.39,25.7,58.2,61.8
DEL_007767,ORD_008464,DRV_0031,2.32,17.4,27.8,23.5
DEL_007768,ORD_008465,DRV_0167,2.43,24.6,32.6,31.2
DEL_007769,ORD_008466,DRV_0087,6.55,28.3,62.5,71.6
DEL_007770,ORD_008467,DRV_0253,8.96,19.3,59.8,54.4
DEL_007771,ORD_008468,DRV_0031,7.1,31.2,80.6,85.2
DEL_007772,ORD_008469,DRV_0082,0.82,16.8,23.8,21.9
DEL_007773,ORD_008470,DRV_0275,9.93,24.9,83.1,83.5
DEL_007774,ORD_008471,DRV_0126,7.35,27.4,48.6,51.1
DEL_007775,ORD_008472,DRV_0005,11.6,8.3,57.3,61.3
DEL_007776,ORD_008473,DRV_0083,6.48,19.4,45.0,51.0
DEL_007777,ORD_008474,DRV_0126,6.75,16.9,47.7,52.2
DEL_007778,ORD_008476,DRV_0141,5.77,24.1,38.5,46.1
DEL_007779,ORD_008477,DRV_0080,11.53,23.9,72.1,83.1
DEL_007780,ORD_008478,DRV_0177,11.13,27.8,78.7,68.9
DEL_007781,ORD_008479,DRV_0260,1.47,28.8,41.8,39.0
DEL_007782,ORD_008480,DRV_0168,18.67,27.4,137.8,139.7
DEL_007783,ORD_008481,DRV_0132,5.52,20.4,45.3,42.4
DEL_007784,ORD_008482,DRV_0015,3.79,22.6,39.1,46.1
DEL_007785,ORD_008483,DRV_0016,4.42,17.4,26.9,30.6
DEL_007786,ORD_008484,DRV_0265,3.75,36.5,51.1,50.7
DEL_007787,ORD_008485,DRV_0063,5.56,28.9,52.1,53.5
DEL_007788,ORD_008486,DRV_0135,3.68,15.0,33.7,34.6
DEL_007789,ORD_008487,DRV_0137,3.52,35.4,60.8,61.6
DEL_007790,ORD_008488,DRV_0186,2.27,26.6,38.5,38.7
DEL_007791,ORD_008489,DRV_0059,4.34,17.9,44.4,45.9
DEL_007792,ORD_008490,DRV_0257,4.66,13.4,31.3,30.9
DEL_007793,ORD_008491,DRV_0169,4.7,14.5,44.7,40.7
DEL_007794,ORD_008492,DRV_0214,2.77,23.7,39.9,39.9
DEL_007795,ORD_008494,DRV_0125,5.54,42.9,73.7,77.4
DEL_007796,ORD_008495,DRV_0146,5.44,21.3,43.5,41.0
DEL_007797,ORD_008496,DRV_0063,4.79,17.9,50.4,43.6
DEL_007798,ORD_008498,DRV_0184,1.78,22.6,29.9,32.7
DEL_007799,ORD_008500,DRV_0006,4.27,28.6,47.5,53.8
DEL_007800,ORD_008501,DRV_0189,9.09,29.1,66.2,66.4
DEL_007801,ORD_008502,DRV_0042,3.45,28.3,47.5,50.1
DEL_007802,ORD_008503,DRV_0240,4.65,29.7,61.4,56.9
DEL_007803,ORD_008504,DRV_0119,5.7,18.7,47.5,53.0
DEL_007804,ORD_008505,DRV_0297,3.21,25.2,41.8,52.0
DEL_007805,ORD_008506,DRV_0146,14.95,26.7,116.0,114.5
DEL_007806,ORD_008507,DRV_0299,3.3,18.1,39.1,35.3
DEL_007807,ORD_008508,DRV_0192,1.74,26.6,29.3,32.1
DEL_007808,ORD_008509,DRV_0145,8.22,13.9,57.5,53.6
DEL_007809,ORD_008510,DRV_0108,8.41,30.9,68.7,72.2
DEL_007810,ORD_008511,DRV_0126,2.57,24.5,36.0,38.3
DEL_007811,ORD_008512,DRV_0051,3.25,26.5,45.4,41.7
DEL_007812,ORD_008513,DRV_0214,9.54,17.9,57.2,59.4
DEL_007813,ORD_008514,DRV_0095,3.53,19.6,18.5,24.4
DEL_007814,ORD_008515,DRV_0133,3.75,23.0,39.6,38.7
DEL_007815,ORD_008516,DRV_0238,2.82,36.9,45.7,50.3
DEL_007816,ORD_008517,DRV_0216,7.1,25.7,54.1,56.0
DEL_007817,ORD_008518,DRV_0075,7.9,26.2,70.9,67.2
DEL_007818,ORD_008519,DRV_0230,4.45,9.9,34.1,34.3
DEL_007819,ORD_008520,DRV_0133,6.1,31.6,58.2,61.5
DEL_007820,ORD_008521,DRV_0289,2.12,30.4,35.1,40.7
DEL_007821,ORD_008522,DRV_0202,2.25,16.3,30.7,33.3
DEL_007822,ORD_008523,DRV_0143,11.64,20.6,60.2,67.0
DEL_007823,ORD_008524,DRV_0118,11.11,25.8,93.8,86.9
DEL_007824,ORD_008525,DRV_0121,7.5,12.2,44.0,42.5
DEL_007825,ORD_008526,DRV_0222,7.29,22.9,57.1,55.4
DEL_007826,ORD_008527,DRV_0121,3.38,33.3,56.3,54.0
DEL_007827,ORD_008528,DRV_0126,9.95,22.1,71.0,57.9
DEL_007828,ORD_008529,DRV_0106,5.91,23.2,39.0,49.7
DEL_007829,ORD_008530,DRV_0045,4.07,19.0,32.9,30.6
DEL_007830,ORD_008531,DRV_0184,0.94,20.1,24.1,22.3
DEL_007831,ORD_008532,DRV_0168,2.48,27.2,36.1,38.3
DEL_007832,ORD_008533,DRV_0138,3.51,20.3,39.8,36.5
DEL_007833,ORD_008534,DRV_0089,3.83,33.4,60.4,57.8
DEL_007834,ORD_008535,DRV_0245,4.77,13.5,37.3,34.8
DEL_007835,ORD_008536,DRV_0197,5.37,21.2,31.9,33.3
DEL_007836,ORD_008537,DRV_0106,1.12,18.2,26.3,24.7
DEL_007837,ORD_008539,DRV_0135,5.99,32.0,51.2,58.3
DEL_007838,ORD_008540,DRV_0263,7.31,13.8,47.8,49.0
DEL_007839,ORD_008541,DRV_0130,10.21,15.5,70.1,66.4
DEL_007840,ORD_008542,DRV_0037,4.35,17.1,36.6,38.3
DEL_007841,ORD_008543,DRV_0291,6.9,25.8,65.7,59.1
DEL_007842,ORD_008544,DRV_0004,7.87,13.8,43.1,43.9
DEL_007843,ORD_008545,DRV_0121,3.0,20.9,41.6,39.1
DEL_007844,ORD_008546,DRV_0005,8.77,18.1,54.6,57.9
DEL_007845,ORD_008547,DRV_0098,4.64,20.1,49.8,48.4
DEL_007846,ORD_008548,DRV_0134,8.21,22.0,38.3,47.3
DEL_007847,ORD_008549,DRV_0135,14.02,16.6,85.2,99.3
DEL_007848,ORD_008550,DRV_0249,6.64,26.4,39.1,43.0
DEL_007849,ORD_008551,DRV_0104,7.64,30.2,69.7,65.7
DEL_007850,ORD_008553,DRV_0286,8.14,23.2,54.6,61.9
DEL_007851,ORD_008554,DRV_0229,7.22,12.2,47.5,51.0
DEL_007852,ORD_008555,DRV_0242,4.01,16.5,25.5,24.2
DEL_007853,ORD_008556,DRV_0168,0.83,26.0,24.7,24.2
DEL_007854,ORD_008557,DRV_0243,3.92,21.3,45.8,43.2
DEL_007855,ORD_008558,DRV_0219,7.17,28.1,47.3,49.5
DEL_007856,ORD_008560,DRV_0044,7.99,27.6,45.8,56.2
DEL_007857,ORD_008561,DRV_0190,9.41,25.4,59.9,52.4
DEL_007858,ORD_008562,DRV_0088,1.83,16.4,19.2,20.1
DEL_007859,ORD_008563,DRV_0254,9.97,25.0,60.7,62.9
DEL_007860,ORD_008564,DRV_0209,2.43,32.3,46.3,47.1
DEL_007861,ORD_008565,DRV_0226,2.61,27.8,35.9,35.8
DEL_007862,ORD_008566,DRV_0300,3.83,12.9,27.0,32.2
DEL_007863,ORD_008567,DRV_0084,8.52,15.1,50.1,49.9
DEL_007864,ORD_008568,DRV_0012,12.26,22.4,65.7,67.3
DEL_007865,ORD_008570,DRV_0116,3.38,24.7,41.9,38.7
DEL_007866,ORD_008571,DRV_0174,3.16,26.5,39.1,40.6
DEL_007867,ORD_008572,DRV_0112,5.39,28.0,40.3,44.7
DEL_007868,ORD_008573,DRV_0258,6.16,18.2,39.6,45.9
DEL_007869,ORD_008574,DRV_0070,2.32,21.5,27.2,33.5
DEL_007870,ORD_008575,DRV_0029,3.39,26.8,38.5,45.9
DEL_007871,ORD_008576,DRV_0042,12.7,20.2,67.9,74.1
DEL_007872,ORD_008577,DRV_0198,2.86,15.1,20.5,22.6
DEL_007873,ORD_008578,DRV_0163,6.6,34.6,64.8,64.5
DEL_007874,ORD_008579,DRV_0164,2.15,28.2,40.1,43.5
DEL_007875,ORD_008580,DRV_0235,5.15,16.8,44.1,40.7
DEL_007876,ORD_008581,DRV_0267,3.65,21.7,35.9,37.2
DEL_007877,ORD_008582,DRV_0207,3.55,18.1,28.4,35.0
DEL_007878,ORD_008583,DRV_0047,3.68,30.7,44.7,45.9
DEL_007879,ORD_008584,DRV_0266,0.85,38.2,38.3,41.8
DEL_007880,ORD_008585,DRV_0191,2.65,20.1,36.4,36.8
DEL_007881,ORD_008586,DRV_0221,5.21,22.8,45.1,44.5
DEL_007882,ORD_008588,DRV_0268,3.21,18.5,30.6,35.0
DEL_007883,ORD_008589,DRV_0287,9.63,21.2,51.0,52.6
DEL_007884,ORD_008590,DRV_0037,8.18,16.5,58.4,63.8
DEL_007885,ORD_008591,DRV_0055,5.15,11.5,44.7,41.8
DEL_007886,ORD_008592,DRV_0048,5.48,31.3,68.8,58.3
DEL_007887,ORD_008593,DRV_0263,10.67,24.2,66.8,73.6
DEL_007888,ORD_008594,DRV_0222,5.83,16.9,44.9,46.4
DEL_007889,ORD_008595,DRV_0121,9.4,23.9,73.6,72.3
DEL_007890,ORD_008596,DRV_0039,0.9,19.7,27.6,25.1
DEL_007891,ORD_008597,DRV_0075,3.98,30.9,39.9,45.1
DEL_007892,ORD_008598,DRV_0181,3.19,6.5,18.6,18.0
DEL_007893,ORD_008599,DRV_0045,12.56,8.2,68.1,56.3
DEL_007894,ORD_008600,DRV_0286,7.59,20.2,57.0,51.7
DEL_007895,ORD_008601,DRV_0085,7.41,38.1,54.2,69.7
DEL_007896,ORD_008602,DRV_0227,5.26,22.7,45.0,42.0
DEL_007897,ORD_008603,DRV_0115,4.07,16.5,34.1,34.5
DEL_007898,ORD_008604,DRV_0030,4.62,26.8,49.4,48.2
DEL_007899,ORD_008605,DRV_0106,8.67,28.0,96.6,100.1
DEL_007900,ORD_008606,DRV_0191,11.63,23.9,66.2,68.6
DEL_007901,ORD_008607,DRV_0177,3.62,10.5,29.8,25.7
DEL_007902,ORD_008608,DRV_0150,6.39,21.3,79.6,75.0
DEL_007903,ORD_008609,DRV_0062,3.89,19.3,44.0,42.3
DEL_007904,ORD_008610,DRV_0266,15.98,20.0,77.0,98.6
DEL_007905,ORD_008611,DRV_0103,3.44,19.7,36.2,35.4
DEL_007906,ORD_008612,DRV_0256,7.82,30.0,48.7,56.8
DEL_007907,ORD_008613,DRV_0259,5.4,16.7,37.2,37.6
DEL_007908,ORD_008614,DRV_0031,6.95,23.5,64.7,66.3
DEL_007909,ORD_008615,DRV_0141,3.35,18.8,25.6,25.1
DEL_007910,ORD_008616,DRV_0112,1.83,25.7,27.7,35.9
DEL_007911,ORD_008618,DRV_0177,9.73,28.0,65.6,66.4
DEL_007912,ORD_008619,DRV_0089,6.59,16.4,40.4,48.2
DEL_007913,ORD_008620,DRV_0278,5.2,10.1,31.7,33.9
DEL_007914,ORD_008621,DRV_0248,8.12,29.7,50.6,52.5
DEL_007915,ORD_008622,DRV_0122,1.74,27.5,35.0,35.9
DEL_007916,ORD_008623,DRV_0290,8.05,22.4,55.4,61.2
DEL_007917,ORD_008624,DRV_0234,3.35,24.8,28.1,31.8
DEL_007918,ORD_008625,DRV_0128,5.3,32.7,44.4,46.7
DEL_007919,ORD_008626,DRV_0124,10.29,34.1,75.3,82.7
DEL_007920,ORD_008627,DRV_0125,14.06,21.5,67.1,75.3
DEL_007921,ORD_008628,DRV_0219,9.18,17.3,50.5,46.8
DEL_007922,ORD_008629,DRV_0096,5.94,19.5,55.1,50.8
DEL_007923,ORD_008630,DRV_0250,0.5,27.0,40.8,34.9
DEL_007924,ORD_008631,DRV_0268,3.76,23.3,36.6,37.4
DEL_007925,ORD_008632,DRV_0254,2.27,6.1,17.1,18.0
DEL_007926,ORD_008633,DRV_0144,3.85,10.1,23.0,30.5
DEL_007927,ORD_008634,DRV_0219,9.33,35.2,83.6,76.4
DEL_007928,ORD_008635,DRV_0076,7.93,20.6,56.3,59.6
DEL_007929,ORD_008636,DRV_0041,3.48,23.2,45.2,52.2
DEL_007930,ORD_008637,DRV_0060,20.0,12.6,121.0,111.1
DEL_007931,ORD_008638,DRV_0207,5.16,28.7,64.7,64.0
DEL_007932,ORD_008639,DRV_0007,15.34,21.7,77.4,80.0
DEL_007933,ORD_008640,DRV_0135,13.76,33.0,118.0,126.8
DEL_007934,ORD_008641,DRV_0242,2.44,29.3,41.7,49.3
DEL_007935,ORD_008642,DRV_0100,12.63,27.3,107.1,121.6
DEL_007936,ORD_008643,DRV_0003,4.95,35.2,53.0,52.6
DEL_007937,ORD_008644,DRV_0079,10.13,35.6,79.9,70.3
DEL_007938,ORD_008645,DRV_0088,14.4,21.0,79.7,69.5
DEL_007939,ORD_008646,DRV_0295,4.73,19.5,52.1,51.0
DEL_007940,ORD_008647,DRV_0053,4.34,23.1,28.9,37.5
DEL_007941,ORD_008648,DRV_0030,2.74,20.2,35.8,31.9
DEL_007942,ORD_008649,DRV_0282,1.74,19.2,23.8,25.2
DEL_007943,ORD_008651,DRV_0200,3.7,8.9,25.6,24.5
DEL_007944,ORD_008652,DRV_0174,7.81,22.2,44.2,51.0
DEL_007945,ORD_008653,DRV_0054,7.6,24.4,81.0,70.0
DEL_007946,ORD_008654,DRV_0031,1.85,36.3,38.9,42.8
DEL_007947,ORD_008655,DRV_0114,1.4,29.2,34.3,36.4
DEL_007948,ORD_008657,DRV_0096,10.04,15.3,80.4,79.8
DEL_007949,ORD_008658,DRV_0161,4.35,17.6,32.3,40.5
DEL_007950,ORD_008659,DRV_0141,9.28,23.1,75.2,73.9
DEL_007951,ORD_008661,DRV_0291,10.39,18.2,60.4,61.6
DEL_007952,ORD_008662,DRV_0050,11.0,32.3,83.9,82.0
DEL_007953,ORD_008663,DRV_0168,4.08,24.3,42.8,40.5
DEL_007954,ORD_008664,DRV_0195,1.36,13.4,24.0,20.7
DEL_007955,ORD_008665,DRV_0092,4.92,30.3,34.9,43.7
DEL_007956,ORD_008666,DRV_0022,5.53,17.8,39.6,39.8
DEL_007957,ORD_008667,DRV_0158,9.14,21.3,77.8,88.1
DEL_007958,ORD_008668,DRV_0153,1.59,21.2,25.1,24.9
